# First_column    Converted_second_column
300.0    0.258918
310.0    0.254377
320.0    0.249649
330.0    0.244735
340.0    0.239636
350.0    0.234356
360.0    0.228896
370.0    0.223258
380.0    0.217444
390.0    0.211457
400.0    0.205299
410.0    0.198972
420.0    0.192478
430.0    0.185819
440.0    0.178998
450.0    0.172017
460.0    0.164877
470.0    0.157581
480.0    0.150131
490.0    0.142529
500.0    0.134778
510.0    0.126878
520.0    0.118832
530.0    0.110642
540.0    0.102310
550.0    0.093837
560.0    0.085226
570.0    0.076478
580.0    0.067595
590.0    0.058579
600.0    0.049431
610.0    0.040154
620.0    0.030748
630.0    0.021215
640.0    0.011557
650.0    0.001775
660.0    -0.008128
670.0    -0.018153
680.0    -0.028297
690.0    -0.038558
700.0    -0.048936
710.0    -0.059429
720.0    -0.070036
730.0    -0.080755
740.0    -0.091586
750.0    -0.102526
760.0    -0.113576
770.0    -0.124732
780.0    -0.135995
790.0    -0.147363
800.0    -0.158836
810.0    -0.170411
820.0    -0.182088
830.0    -0.193866
840.0    -0.205743
850.0    -0.217720
860.0    -0.229793
870.0    -0.241964
880.0    -0.254230
890.0    -0.266591
900.0    -0.279046
910.0    -0.291594
920.0    -0.304234
930.0    -0.316965
940.0    -0.329786
950.0    -0.342697
960.0    -0.355696
970.0    -0.368782
980.0    -0.381956
990.0    -0.395216
1000.0    -0.408561
1010.0    -0.421990
1020.0    -0.435504
1030.0    -0.449100
1040.0    -0.462779
1050.0    -0.476539
1060.0    -0.490380
1070.0    -0.504301
1080.0    -0.518302
1090.0    -0.532382
1100.0    -0.546540
1110.0    -0.560775
1120.0    -0.575087
1130.0    -0.589475
1140.0    -0.603939
1150.0    -0.618478
1160.0    -0.633091
1170.0    -0.647778
1180.0    -0.662538
1190.0    -0.677371
1200.0    -0.692275
1210.0    -0.707252
1220.0    -0.722299
1230.0    -0.737416
1240.0    -0.752604
1250.0    -0.767860
1260.0    -0.783186
1270.0    -0.798580
1280.0    -0.814041
1290.0    -0.829570
1300.0    -0.845166
1310.0    -0.860828
1320.0    -0.876556
1330.0    -0.892349
1340.0    -0.908207
1350.0    -0.924129
1360.0    -0.940116
1370.0    -0.956165
1380.0    -0.972279
1390.0    -0.988454
1400.0    -1.004692
1410.0    -1.020992
1420.0    -1.037353
1430.0    -1.053775
1440.0    -1.070258
1450.0    -1.086801
1460.0    -1.103403
1470.0    -1.120065
1480.0    -1.136787
1490.0    -1.153566
1500.0    -1.170404
1510.0    -1.187300
1520.0    -1.204253
1530.0    -1.221264
1540.0    -1.238331
1550.0    -1.255454
1560.0    -1.272634
1570.0    -1.289870
1580.0    -1.307161
1590.0    -1.324506
1600.0    -1.341907
1610.0    -1.359362
1620.0    -1.376871
1630.0    -1.394434
1640.0    -1.412050
1650.0    -1.429720
1660.0    -1.447442
1670.0    -1.465217
1680.0    -1.483044
1690.0    -1.500922
1700.0    -1.518853
1710.0    -1.536835
1720.0    -1.554867
1730.0    -1.572951
1740.0    -1.591085
1750.0    -1.609269
1760.0    -1.627503
1770.0    -1.645786
1780.0    -1.664119
1790.0    -1.682501
1800.0    -1.700932
1810.0    -1.719412
1820.0    -1.737939
1830.0    -1.756515
1840.0    -1.775138
1850.0    -1.793809
1860.0    -1.812528
1870.0    -1.831293
1880.0    -1.850105
1890.0    -1.868964
1900.0    -1.887868
1910.0    -1.906819
1920.0    -1.925816
1930.0    -1.944858
1940.0    -1.963946
1950.0    -1.983079
1960.0    -2.002257
1970.0    -2.021479
1980.0    -2.040746
1990.0    -2.060057
2000.0    -2.079413
