# First_column    Converted_second_column
300.0    0.725517
310.0    0.721901
320.0    0.718111
330.0    0.714148
340.0    0.710012
350.0    0.705702
360.0    0.701219
370.0    0.696562
380.0    0.691733
390.0    0.686732
400.0    0.681560
410.0    0.676216
420.0    0.670702
430.0    0.665019
440.0    0.659167
450.0    0.653148
460.0    0.646962
470.0    0.640610
480.0    0.634093
490.0    0.627412
500.0    0.620569
510.0    0.613563
520.0    0.606398
530.0    0.599072
540.0    0.591589
550.0    0.583948
560.0    0.576151
570.0    0.568199
580.0    0.560093
590.0    0.551835
600.0    0.543425
610.0    0.534865
620.0    0.526156
630.0    0.517298
640.0    0.508294
650.0    0.499145
660.0    0.489850
670.0    0.480413
680.0    0.470833
690.0    0.461112
700.0    0.451251
710.0    0.441251
720.0    0.431113
730.0    0.420839
740.0    0.410429
750.0    0.399885
760.0    0.389208
770.0    0.378398
780.0    0.367456
790.0    0.356385
800.0    0.345184
810.0    0.333856
820.0    0.322400
830.0    0.310818
840.0    0.299110
850.0    0.287279
860.0    0.275324
870.0    0.263248
880.0    0.251050
890.0    0.238731
900.0    0.226293
910.0    0.213737
920.0    0.201064
930.0    0.188273
940.0    0.175367
950.0    0.162346
960.0    0.149211
970.0    0.135962
980.0    0.122602
990.0    0.109130
1000.0    0.095547
1010.0    0.081855
1020.0    0.068053
1030.0    0.054144
1040.0    0.040127
1050.0    0.026003
1060.0    0.011773
1070.0    -0.002561
1080.0    -0.017000
1090.0    -0.031543
1100.0    -0.046188
1110.0    -0.060936
1120.0    -0.075785
1130.0    -0.090735
1140.0    -0.105784
1150.0    -0.120933
1160.0    -0.136181
1170.0    -0.151526
1180.0    -0.166969
1190.0    -0.182508
1200.0    -0.198144
1210.0    -0.213874
1220.0    -0.229699
1230.0    -0.245619
1240.0    -0.261631
1250.0    -0.277737
1260.0    -0.293934
1270.0    -0.310224
1280.0    -0.326604
1290.0    -0.343074
1300.0    -0.359635
1310.0    -0.376284
1320.0    -0.393023
1330.0    -0.409849
1340.0    -0.426763
1350.0    -0.443764
1360.0    -0.460851
1370.0    -0.478024
1380.0    -0.495283
1390.0    -0.512626
1400.0    -0.530054
1410.0    -0.547565
1420.0    -0.565160
1430.0    -0.582838
1440.0    -0.600598
1450.0    -0.618440
1460.0    -0.636363
1470.0    -0.654367
1480.0    -0.672451
1490.0    -0.690615
1500.0    -0.708859
1510.0    -0.727182
1520.0    -0.745583
1530.0    -0.764062
1540.0    -0.782619
1550.0    -0.801253
1560.0    -0.819963
1570.0    -0.838750
1580.0    -0.857613
1590.0    -0.876552
1600.0    -0.895565
1610.0    -0.914653
1620.0    -0.933815
1630.0    -0.953051
1640.0    -0.972360
1650.0    -0.991743
1660.0    -1.011198
1670.0    -1.030725
1680.0    -1.050324
1690.0    -1.069994
1700.0    -1.089736
1710.0    -1.109548
1720.0    -1.129430
1730.0    -1.149383
1740.0    -1.169405
1750.0    -1.189496
1760.0    -1.209656
1770.0    -1.229885
1780.0    -1.250182
1790.0    -1.270546
1800.0    -1.290978
1810.0    -1.311478
1820.0    -1.332044
1830.0    -1.352676
1840.0    -1.373375
1850.0    -1.394139
1860.0    -1.414969
1870.0    -1.435864
1880.0    -1.456824
1890.0    -1.477848
1900.0    -1.498937
1910.0    -1.520089
1920.0    -1.541305
1930.0    -1.562585
1940.0    -1.583927
1950.0    -1.605332
1960.0    -1.626800
1970.0    -1.648329
1980.0    -1.669921
1990.0    -1.691574
2000.0    -1.713288
