 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
40:58 |     1 |     1.000e-04 |     3.5347 |          5.1255 |     5.7753 |          0.8994 |            1613
41:53 |     2 |     1.000e-04 |     3.6983 |          3.2657 |     3.6823 |          0.8947 |            1640
42:47 |     3 |     1.000e-04 |     9.1593 |          4.4110 |     4.8472 |          0.9947 |            1640
43:43 |     4 |     1.000e-04 |     2.8433 |          3.8127 |     4.6818 |          0.7682 |            1640
44:37 |     5 |     1.000e-04 |     2.3309 |          2.6728 |     3.4329 |          0.7731 |            1861
45:32 |     6 |     1.000e-04 |     2.6726 |          2.9374 |     3.1164 |          0.8011 |            1861
46:27 |     7 |     1.000e-04 |     2.8509 |          7.3337 |     6.1997 |          0.8772 |            1861
47:22 |     8 |     1.000e-04 |    19.2426 |          2.6650 |     3.0597 |          0.8147 |            1861
48:17 |     9 |     1.000e-04 |     2.1374 |          2.3427 |     2.8809 |          0.7316 |            1861
49:12 |    10 |     1.000e-04 |     2.0539 |          2.3396 |     2.7093 |          0.7178 |            1861
50:07 |    11 |     1.000e-04 |     1.8788 |          2.7055 |     3.3630 |          0.7169 |            1861
51:02 |    12 |     1.000e-04 |     2.0586 |          2.5432 |     3.0069 |          0.7268 |            1861
51:57 |    13 |     1.000e-04 |     2.0165 |          2.4909 |     2.8387 |          0.7287 |            1861
52:52 |    14 |     1.000e-04 |     2.3902 |          2.9692 |     3.1796 |          0.7756 |            1861
53:47 |    15 |     1.000e-04 |     2.5125 |          7.3081 |     8.2296 |          0.8790 |            1861
54:42 |    16 |     1.000e-04 |     3.2780 |          3.0914 |     3.6484 |          0.7735 |            1861
55:37 |    17 |     1.000e-04 |     3.4525 |          2.9204 |     3.3505 |          0.7893 |            1861
56:32 |    18 |     1.000e-04 |     2.7749 |          2.7984 |     2.9460 |          0.8049 |            1861
57:27 |    19 |     1.000e-04 |     2.8303 |          2.8233 |     3.0116 |          0.7561 |            1861
58:22 |    20 |     1.000e-04 |     2.6785 |          5.9954 |     5.9210 |          0.8813 |            1861
59:17 |    21 |     1.000e-04 |     5.3505 |          2.9991 |     3.0054 |          0.7922 |            1861
00:12 |    22 |     1.000e-04 |     3.1597 |          4.6557 |     4.8175 |          0.7800 |            1861
01:07 |    23 |     1.000e-04 |     3.3745 |          3.3354 |     3.6794 |          0.8251 |            1902
02:02 |    24 |     1.000e-04 |     2.7083 |          7.4890 |     5.6805 |          0.8425 |            1902
02:57 |    25 |     1.000e-04 |     3.6596 |          2.8441 |     3.1324 |          0.7866 |            1902
