# First_column    Converted_second_column
300.0    -0.084700
310.0    -0.100405
320.0    -0.116463
330.0    -0.132866
340.0    -0.149603
350.0    -0.166666
360.0    -0.184046
370.0    -0.201737
380.0    -0.219730
390.0    -0.238018
400.0    -0.256594
410.0    -0.275452
420.0    -0.294585
430.0    -0.313987
440.0    -0.333653
450.0    -0.353577
460.0    -0.373753
470.0    -0.394177
480.0    -0.414844
490.0    -0.435748
500.0    -0.456886
510.0    -0.478252
520.0    -0.499843
530.0    -0.521654
540.0    -0.543682
550.0    -0.565923
560.0    -0.588373
570.0    -0.611028
580.0    -0.633886
590.0    -0.656942
600.0    -0.680193
610.0    -0.703637
620.0    -0.727271
630.0    -0.751090
640.0    -0.775093
650.0    -0.799277
660.0    -0.823639
670.0    -0.848177
680.0    -0.872887
690.0    -0.897768
700.0    -0.922817
710.0    -0.948031
720.0    -0.973409
730.0    -0.998949
740.0    -1.024647
750.0    -1.050503
760.0    -1.076513
770.0    -1.102677
780.0    -1.128991
790.0    -1.155455
800.0    -1.182066
810.0    -1.208822
820.0    -1.235723
830.0    -1.262765
840.0    -1.289948
850.0    -1.317269
860.0    -1.344728
870.0    -1.372322
880.0    -1.400050
890.0    -1.427911
900.0    -1.455903
910.0    -1.484024
920.0    -1.512274
930.0    -1.540651
940.0    -1.569153
950.0    -1.597779
960.0    -1.626529
970.0    -1.655400
980.0    -1.684391
990.0    -1.713502
1000.0    -1.742731
1010.0    -1.772076
1020.0    -1.801538
1030.0    -1.831114
1040.0    -1.860803
1050.0    -1.890605
1060.0    -1.920519
1070.0    -1.950543
1080.0    -1.980676
1090.0    -2.010917
1100.0    -2.041266
1110.0    -2.071721
1120.0    -2.102282
1130.0    -2.132947
1140.0    -2.163716
1150.0    -2.194587
1160.0    -2.225561
1170.0    -2.256635
1180.0    -2.287809
1190.0    -2.319083
1200.0    -2.350455
1210.0    -2.381925
1220.0    -2.413491
1230.0    -2.445154
1240.0    -2.476912
1250.0    -2.508764
1260.0    -2.540710
1270.0    -2.572749
1280.0    -2.604880
1290.0    -2.637103
1300.0    -2.669417
1310.0    -2.701821
1320.0    -2.734315
1330.0    -2.766897
1340.0    -2.799568
1350.0    -2.832326
1360.0    -2.865170
1370.0    -2.898102
1380.0    -2.931118
1390.0    -2.964220
1400.0    -2.997406
1410.0    -3.030676
1420.0    -3.064029
1430.0    -3.097465
1440.0    -3.130983
1450.0    -3.164582
1460.0    -3.198262
1470.0    -3.232022
1480.0    -3.265863
1490.0    -3.299782
1500.0    -3.333781
1510.0    -3.367858
1520.0    -3.402012
1530.0    -3.436243
1540.0    -3.470552
1550.0    -3.504936
1560.0    -3.539397
1570.0    -3.573932
1580.0    -3.608542
1590.0    -3.643227
1600.0    -3.677985
1610.0    -3.712817
1620.0    -3.747722
1630.0    -3.782699
1640.0    -3.817748
1650.0    -3.852869
1660.0    -3.888061
1670.0    -3.923324
1680.0    -3.958657
1690.0    -3.994060
1700.0    -4.029532
1710.0    -4.065074
1720.0    -4.100684
1730.0    -4.136362
1740.0    -4.172109
1750.0    -4.207923
1760.0    -4.243804
1770.0    -4.279752
1780.0    -4.315766
1790.0    -4.351846
1800.0    -4.387992
1810.0    -4.424203
1820.0    -4.460479
1830.0    -4.496819
1840.0    -4.533224
1850.0    -4.569692
1860.0    -4.606224
1870.0    -4.642819
1880.0    -4.679477
1890.0    -4.716198
1900.0    -4.752981
1910.0    -4.789825
1920.0    -4.826731
1930.0    -4.863699
1940.0    -4.900727
1950.0    -4.937815
1960.0    -4.974964
1970.0    -5.012173
1980.0    -5.049442
1990.0    -5.086770
2000.0    -5.124157
