# First_column    Converted_second_column
300.0    -0.074359
310.0    -0.083617
320.0    -0.093071
330.0    -0.102716
340.0    -0.112546
350.0    -0.122557
360.0    -0.132742
370.0    -0.143099
380.0    -0.153622
390.0    -0.164308
400.0    -0.175152
410.0    -0.186150
420.0    -0.197301
430.0    -0.208598
440.0    -0.220041
450.0    -0.231625
460.0    -0.243347
470.0    -0.255204
480.0    -0.267195
490.0    -0.279315
500.0    -0.291563
510.0    -0.303936
520.0    -0.316432
530.0    -0.329048
540.0    -0.341782
550.0    -0.354633
560.0    -0.367597
570.0    -0.380674
580.0    -0.393860
590.0    -0.407155
600.0    -0.420557
610.0    -0.434063
620.0    -0.447673
630.0    -0.461383
640.0    -0.475194
650.0    -0.489103
660.0    -0.503109
670.0    -0.517211
680.0    -0.531406
690.0    -0.545695
700.0    -0.560074
710.0    -0.574544
720.0    -0.589103
730.0    -0.603749
740.0    -0.618482
750.0    -0.633300
760.0    -0.648202
770.0    -0.663188
780.0    -0.678255
790.0    -0.693404
800.0    -0.708632
810.0    -0.723940
820.0    -0.739325
830.0    -0.754788
840.0    -0.770327
850.0    -0.785941
860.0    -0.801629
870.0    -0.817392
880.0    -0.833226
890.0    -0.849133
900.0    -0.865111
910.0    -0.881159
920.0    -0.897277
930.0    -0.913464
940.0    -0.929719
950.0    -0.946041
960.0    -0.962430
970.0    -0.978884
980.0    -0.995404
990.0    -1.011989
1000.0    -1.028638
1010.0    -1.045350
1020.0    -1.062125
1030.0    -1.078962
1040.0    -1.095861
1050.0    -1.112820
1060.0    -1.129840
1070.0    -1.146920
1080.0    -1.164059
1090.0    -1.181256
1100.0    -1.198512
1110.0    -1.215826
1120.0    -1.233196
1130.0    -1.250624
1140.0    -1.268107
1150.0    -1.285646
1160.0    -1.303240
1170.0    -1.320889
1180.0    -1.338592
1190.0    -1.356349
1200.0    -1.374159
1210.0    -1.392023
1220.0    -1.409938
1230.0    -1.427906
1240.0    -1.445925
1250.0    -1.463995
1260.0    -1.482116
1270.0    -1.500288
1280.0    -1.518509
1290.0    -1.536781
1300.0    -1.555101
1310.0    -1.573470
1320.0    -1.591888
1330.0    -1.610353
1340.0    -1.628867
1350.0    -1.647428
1360.0    -1.666035
1370.0    -1.684690
1380.0    -1.703391
1390.0    -1.722138
1400.0    -1.740931
1410.0    -1.759769
1420.0    -1.778652
1430.0    -1.797579
1440.0    -1.816552
1450.0    -1.835568
1460.0    -1.854628
1470.0    -1.873732
1480.0    -1.892878
1490.0    -1.912068
1500.0    -1.931300
1510.0    -1.950575
1520.0    -1.969892
1530.0    -1.989251
1540.0    -2.008651
1550.0    -2.028092
1560.0    -2.047574
1570.0    -2.067098
1580.0    -2.086661
1590.0    -2.106265
1600.0    -2.125909
1610.0    -2.145592
1620.0    -2.165315
1630.0    -2.185077
1640.0    -2.204878
1650.0    -2.224718
1660.0    -2.244597
1670.0    -2.264513
1680.0    -2.284468
1690.0    -2.304461
1700.0    -2.324491
1710.0    -2.344559
1720.0    -2.364663
1730.0    -2.384805
1740.0    -2.404983
1750.0    -2.425198
1760.0    -2.445450
1770.0    -2.465737
1780.0    -2.486060
1790.0    -2.506419
1800.0    -2.526814
1810.0    -2.547244
1820.0    -2.567709
1830.0    -2.588209
1840.0    -2.608743
1850.0    -2.629313
1860.0    -2.649916
1870.0    -2.670554
1880.0    -2.691226
1890.0    -2.711931
1900.0    -2.732670
1910.0    -2.753443
1920.0    -2.774249
1930.0    -2.795088
1940.0    -2.815960
1950.0    -2.836865
1960.0    -2.857802
1970.0    -2.878772
1980.0    -2.899774
1990.0    -2.920808
2000.0    -2.941874
