Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_energy_grad
55.12454056739807,0.0001,3.6801667249342973,6.693144130286319,5.093875157877269,0.8804544259273366
109.84174370765686,0.0001,2.8151975210975198,2.4313279289953598,2.926842034231149,0.7273858353823864
164.63500475883484,0.0001,2.688802490234375,3.37686279678339,4.349177153623855,0.7244960885480148
219.43990540504456,0.0001,3.4834551773071287,2.468386419823314,2.7097060987614663,0.7350631033617011
274.2145652770996,0.0001,2.9205976580451516,3.622502783769245,3.8576277273090938,0.7699942419853377
329.05559968948364,0.0001,3.7414491332559026,3.1132128206317686,3.371480675576007,0.7802759839990856
384.0955665111542,0.0001,2.335986239489387,5.053804530131052,5.201694882716009,0.7442226095349977
439.04801416397095,0.0001,3.1021342506408693,3.3145740726076767,4.041730991456184,0.7607848840666585
494.0884897708893,0.0001,2.5150829125572653,2.856533552623906,3.138062343228349,0.7737228683166149
549.0124092102051,0.0001,3.5538464049731986,2.6111154950230477,3.1243369713787583,0.6915540179721827
604.0962533950806,0.0001,3.4866271876166848,2.5766965186673407,2.9310191481532555,0.7275716061337811
659.2376627922058,0.0001,2.2821825586767757,2.703272245514905,3.274507854739645,0.7098945491238642
714.2292671203613,0.0001,2.566294547473683,2.8590294560528524,3.3756230473272986,0.7161589056477061
769.6763205528259,0.0001,2.910216801811667,4.874079303139022,5.160536020466603,0.8228390109964284
824.7193179130554,0.0001,2.2999624521592086,2.526899162104547,3.0771338712928618,0.6778464717795343
879.6526339054108,0.0001,2.3871906760720645,2.735507382114714,3.3635366038561556,0.6972395893582314
934.4950761795044,0.0001,2.7353549418729894,2.9365468990276105,3.590040361601514,0.7196066174335509
989.3284223079681,0.0001,2.8750617451387295,3.0312830145621366,3.3675026389098845,0.7444360446099518
1044.6039938926697,0.0001,2.7417187903909124,3.514660646241825,3.2486459348073167,0.9542863266525737
1100.033902168274,0.0001,2.7561643560072957,2.800371398212707,3.1725837327463235,0.7405809284830298
1155.3847646713257,0.0001,2.2954830956178554,4.67130984118574,5.813383206853949,0.7352737923322072
1210.8957834243774,0.0001,3.9054548947951373,6.058838534795723,4.71444870818049,1.167216111653058
1266.2660837173462,0.0001,3.4065371775346645,3.462387885038669,3.9682907066800652,0.8185590428155315
1321.8356897830963,0.0001,2.274697762601516,2.6539091446815997,2.946155785238267,0.7340570770284489
1377.3334832191467,0.0001,2.344240186915678,2.9621965596861566,3.286376865178089,0.7084319555263382
1432.8374400138855,0.0001,2.7782250691582173,5.873415280252326,6.367789597116708,0.8938561124148403
1488.4111795425415,0.0001,2.5588534487556007,3.4849863516031596,4.134645740796431,0.7480505817817898
1544.0085837841034,0.0001,2.3586279360827276,2.5336606501151726,2.6445369665492167,0.687867756348342
1599.3915634155273,0.0001,2.1516479329501883,2.806393955141912,3.267026311529669,0.713794468694904
1654.8075189590454,0.0001,2.1810122709835276,2.9276832462368825,3.3847944119085547,0.7196539239044207
1710.3548576831818,0.0001,2.1718626875596887,3.1530557662603784,3.487541007131841,0.7326728769062582
1765.8818230628967,0.0001,2.9043984925887165,3.619274884541284,4.441020159919647,0.7478485450302252
1821.3233082294464,0.0001,2.2022772618462056,2.6169522609487688,2.899152079645426,0.6741856898414224
1876.736701965332,0.0001,2.1355832282795624,4.21011735465361,5.301433395191003,0.7416677576385519
1932.119110584259,0.0001,2.351146775750553,2.815220376759843,2.8683443379627915,0.7129768679868227
1987.693502664566,0.0001,1.955696966676151,2.9736600680566228,2.879060592117404,0.7593457416500595
2043.1407096385956,0.0001,2.5342064561282887,3.101452137852915,3.0089952351871267,0.8031792004482211
2098.503397703171,0.0001,2.198631207410027,3.6470829348845704,3.9148474732952976,0.7909076201303933
2153.947783946991,0.0001,2.98402726689507,3.5424124747604413,3.6411882905422193,0.7763743034923953
2209.324121952057,0.0001,2.0871614505543428,3.2297423973265174,3.799176416754379,0.7322999877611298
2264.6260862350464,0.0001,2.4894672217088587,3.073708350913568,2.944097186764261,0.7607288568007717
2320.260096549988,0.0001,2.164578928049873,2.8262370987189325,3.033263976410025,0.6886422294401481
2375.7497532367706,0.0001,2.98329059157652,2.9607505937395824,2.8568168976219557,0.7211958373665862
2431.1242957115173,0.0001,2.0145171122831456,3.030185763774487,3.1139387693754585,0.7288836348349065
