 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | MAE_energy_grad | GPU Memory (MB)
40:58 |     1 |     1.000e-04 |     3.7521 |          2.9647 |     3.3985 |          0.8182 |            1710
41:53 |     2 |     1.000e-04 |     3.7656 |          3.6892 |     4.2855 |          0.8951 |            1710
42:48 |     3 |     1.000e-04 |     5.2516 |         28.8543 |    17.5840 |          1.7609 |            2122
43:43 |     4 |     1.000e-04 |     4.6176 |          2.7098 |     2.9602 |          0.8125 |            2122
44:37 |     5 |     1.000e-04 |     2.7020 |          2.7366 |     3.3290 |          0.7611 |            2122
45:32 |     6 |     1.000e-04 |     2.6593 |          3.1893 |     3.5180 |          0.8248 |            2122
46:27 |     7 |     1.000e-04 |     2.8709 |          2.7786 |     3.1098 |          0.8167 |            2122
47:22 |     8 |     1.000e-04 |     2.8429 |          3.9276 |     4.5685 |          0.8871 |            2122
48:17 |     9 |     1.000e-04 |     2.8995 |          4.6375 |     5.4113 |          0.8524 |            2122
49:12 |    10 |     1.000e-04 |     3.7304 |          3.2402 |     3.6060 |          0.8605 |            2122
50:07 |    11 |     1.000e-04 |     3.7655 |          3.5993 |     3.8982 |          0.8645 |            2122
51:01 |    12 |     1.000e-04 |     2.9736 |          3.4187 |     3.7726 |          0.8811 |            2122
51:56 |    13 |     1.000e-04 |     2.9908 |          3.1411 |     3.0825 |          0.8329 |            2122
52:52 |    14 |     1.000e-04 |     2.7977 |          3.6695 |     4.2801 |          0.8458 |            2122
53:47 |    15 |     1.000e-04 |     3.1659 |          3.6113 |     3.7113 |          0.9287 |            2122
54:42 |    16 |     1.000e-04 |     3.1210 |          3.4838 |     3.6924 |          0.8879 |            2122
55:37 |    17 |     1.000e-04 |     2.9639 |          4.0088 |     3.8619 |          0.9076 |            2122
56:32 |    18 |     1.000e-04 |     2.8472 |          3.8815 |     4.6858 |          0.7948 |            2122
57:27 |    19 |     1.000e-04 |     2.9639 |          3.4581 |     3.6027 |          0.8511 |            2122
58:22 |    20 |     1.000e-04 |     3.0457 |          3.1298 |     3.4744 |          0.8368 |            2122
59:17 |    21 |     1.000e-04 |     2.7802 |          2.9456 |     3.3400 |          0.7757 |            2122
00:12 |    22 |     1.000e-04 |     2.6324 |          2.9712 |     3.2043 |          0.8089 |            2122
01:06 |    23 |     1.000e-04 |     4.1143 |          3.8402 |     4.3312 |          0.8470 |            2122
02:01 |    24 |     1.000e-04 |     2.6251 |          3.8141 |     4.0930 |          0.8706 |            2122
02:56 |    25 |     1.000e-04 |     2.7688 |          5.1457 |     5.5420 |          0.8762 |            2122
03:51 |    26 |     1.000e-04 |     2.7906 |          3.3857 |     3.3286 |          0.8264 |            2122
04:46 |    27 |     1.000e-04 |     2.5445 |          3.2852 |     3.3644 |          0.8224 |            2122
05:41 |    28 |     1.000e-04 |     2.6097 |          6.4020 |     5.2365 |          0.9446 |            2122
06:36 |    29 |     1.000e-04 |    17.9580 |          3.9993 |     3.7920 |          0.9082 |            2122
07:31 |    30 |     1.000e-04 |     2.2237 |          3.1770 |     3.5351 |          0.7932 |            2122
08:26 |    31 |     1.000e-04 |     1.9703 |          2.9749 |     3.0883 |          0.7595 |            2122
09:21 |    32 |     1.000e-04 |     1.9146 |          2.8983 |     3.1153 |          0.7407 |            2122
10:15 |    33 |     1.000e-04 |     1.9214 |          2.7387 |     2.7270 |          0.7440 |            2122
11:10 |    34 |     1.000e-04 |     1.8756 |          2.8611 |     3.0963 |          0.7349 |            2122
12:05 |    35 |     1.000e-04 |     2.0399 |          3.0651 |     3.0739 |          0.7644 |            2122
13:00 |    36 |     1.000e-04 |     2.1394 |          4.6467 |     5.2417 |          0.8482 |            2122
13:55 |    37 |     1.000e-04 |     3.0703 |          3.4375 |     3.7040 |          0.7957 |            2122
14:50 |    38 |     1.000e-04 |     2.2618 |          3.5619 |     3.5888 |          0.7912 |            2122
15:45 |    39 |     1.000e-04 |     2.7527 |          3.2734 |     3.3552 |          0.8131 |            2122
16:39 |    40 |     1.000e-04 |     2.7044 |          3.6262 |     3.9715 |          0.8162 |            2122
17:34 |    41 |     1.000e-04 |     2.4196 |          4.4514 |     4.0441 |          0.8307 |            2122
18:29 |    42 |     1.000e-04 |     2.4333 |          5.1000 |     5.3991 |          0.8964 |            2122
19:24 |    43 |     1.000e-04 |     2.7632 |          3.9021 |     3.9495 |          0.8368 |            2122
20:19 |    44 |     1.000e-04 |     3.2832 |          3.6203 |     3.7717 |          0.7910 |            2122
21:14 |    45 |     1.000e-04 |     2.6940 |          3.2981 |     3.2905 |          0.7949 |            2122
22:09 |    46 |     1.000e-04 |     2.4307 |          4.4908 |     4.3396 |          0.8451 |            2122
23:04 |    47 |     1.000e-04 |     2.7660 |          3.4472 |     3.0227 |          0.8360 |            2122
23:59 |    48 |     1.000e-04 |     3.2515 |          5.0897 |     4.6900 |          0.9246 |            2122
24:54 |    49 |     1.000e-04 |    67.4258 |         35.6419 |    10.0555 |          2.7633 |            2122
25:49 |    50 |     1.000e-04 |    14.7944 |          8.7106 |     5.2249 |          1.5248 |            2122
26:44 |    51 |     1.000e-04 |     8.4234 |          5.9962 |     4.1431 |          1.2774 |            2122
27:39 |    52 |     1.000e-04 |     4.4095 |          4.5108 |     3.3090 |          1.1334 |            2122
28:34 |    53 |     1.000e-04 |     3.7462 |          4.0254 |     3.3941 |          1.0472 |            2122
29:29 |    54 |     1.000e-04 |     3.2297 |          3.8939 |     3.1961 |          1.0452 |            2122
30:24 |    55 |     1.000e-04 |     2.8609 |          3.6910 |     2.9946 |          0.9657 |            2122
31:19 |    56 |     1.000e-04 |     2.9361 |          5.1163 |     4.1963 |          0.9337 |            2122
32:14 |    57 |     1.000e-04 |     2.9807 |          3.5999 |     3.6355 |          0.8862 |            2122
33:08 |    58 |     1.000e-04 |     2.2913 |          3.6090 |     3.2472 |          0.9061 |            2122
34:03 |    59 |     1.000e-04 |     2.2728 |          3.3714 |     2.9941 |          0.8559 |            2122
34:58 |    60 |     1.000e-04 |     3.3272 |          5.2253 |     5.4921 |          0.9008 |            2122
35:53 |    61 |     1.000e-04 |     2.4580 |          4.1674 |     3.6195 |          0.8194 |            2122
36:48 |    62 |     1.000e-04 |     2.5043 |          3.9286 |     4.0146 |          0.8333 |            2122
37:43 |    63 |     1.000e-04 |     2.9348 |          4.0674 |     3.8456 |          0.8311 |            2122
38:38 |    64 |     1.000e-04 |     3.1450 |          3.6711 |     3.0797 |          0.9132 |            2122
39:33 |    65 |     1.000e-04 |     2.5707 |          3.4323 |     2.8727 |          0.8425 |            2122
40:29 |    66 |     1.000e-04 |     2.5114 |          3.3636 |     3.1234 |          0.7959 |            2122
41:24 |    67 |     1.000e-04 |     2.2712 |          3.5371 |     3.3446 |          0.7978 |            2122
42:19 |    68 |     1.000e-04 |     2.3301 |          3.2801 |     2.9693 |          0.7709 |            2122
43:14 |    69 |     1.000e-04 |     2.3285 |          4.2040 |     4.2033 |          0.7955 |            2122
44:09 |    70 |     1.000e-04 |     2.1377 |          3.3895 |     3.2572 |          0.7604 |            2122
45:03 |    71 |     1.000e-04 |     3.4259 |          3.9638 |     3.7952 |          0.8286 |            2122
