# First_column    Converted_second_column
300.0    0.003002
310.0    -0.002759
320.0    -0.008669
330.0    -0.014724
340.0    -0.020920
350.0    -0.027255
360.0    -0.033724
370.0    -0.040326
380.0    -0.047056
390.0    -0.053912
400.0    -0.060891
410.0    -0.067990
420.0    -0.075208
430.0    -0.082541
440.0    -0.089987
450.0    -0.097543
460.0    -0.105208
470.0    -0.112980
480.0    -0.120856
490.0    -0.128835
500.0    -0.136914
510.0    -0.145092
520.0    -0.153366
530.0    -0.161736
540.0    -0.170200
550.0    -0.178755
560.0    -0.187401
570.0    -0.196136
580.0    -0.204958
590.0    -0.213867
600.0    -0.222860
610.0    -0.231936
620.0    -0.241095
630.0    -0.250334
640.0    -0.259653
650.0    -0.269050
660.0    -0.278525
670.0    -0.288076
680.0    -0.297702
690.0    -0.307402
700.0    -0.317175
710.0    -0.327020
720.0    -0.336936
730.0    -0.346923
740.0    -0.356978
750.0    -0.367102
760.0    -0.377293
770.0    -0.387551
780.0    -0.397875
790.0    -0.408263
800.0    -0.418716
810.0    -0.429232
820.0    -0.439811
830.0    -0.450451
840.0    -0.461153
850.0    -0.471915
860.0    -0.482737
870.0    -0.493618
880.0    -0.504558
890.0    -0.515555
900.0    -0.526609
910.0    -0.537720
920.0    -0.548887
930.0    -0.560109
940.0    -0.571386
950.0    -0.582717
960.0    -0.594102
970.0    -0.605540
980.0    -0.617030
990.0    -0.628573
1000.0    -0.640167
1010.0    -0.651812
1020.0    -0.663507
1030.0    -0.675253
1040.0    -0.687048
1050.0    -0.698892
1060.0    -0.710785
1070.0    -0.722726
1080.0    -0.734715
1090.0    -0.746751
1100.0    -0.758834
1110.0    -0.770964
1120.0    -0.783139
1130.0    -0.795360
1140.0    -0.807627
1150.0    -0.819938
1160.0    -0.832294
1170.0    -0.844694
1180.0    -0.857137
1190.0    -0.869624
1200.0    -0.882154
1210.0    -0.894727
1220.0    -0.907342
1230.0    -0.919999
1240.0    -0.932698
1250.0    -0.945438
1260.0    -0.958219
1270.0    -0.971040
1280.0    -0.983902
1290.0    -0.996804
1300.0    -1.009746
1310.0    -1.022727
1320.0    -1.035747
1330.0    -1.048806
1340.0    -1.061903
1350.0    -1.075039
1360.0    -1.088213
1370.0    -1.101425
1380.0    -1.114674
1390.0    -1.127960
1400.0    -1.141283
1410.0    -1.154642
1420.0    -1.168039
1430.0    -1.181471
1440.0    -1.194939
1450.0    -1.208443
1460.0    -1.221982
1470.0    -1.235556
1480.0    -1.249165
1490.0    -1.262809
1500.0    -1.276487
1510.0    -1.290200
1520.0    -1.303946
1530.0    -1.317727
1540.0    -1.331540
1550.0    -1.345388
1560.0    -1.359268
1570.0    -1.373181
1580.0    -1.387127
1590.0    -1.401106
1600.0    -1.415117
1610.0    -1.429159
1620.0    -1.443234
1630.0    -1.457341
1640.0    -1.471479
1650.0    -1.485648
1660.0    -1.499849
1670.0    -1.514080
1680.0    -1.528342
1690.0    -1.542635
1700.0    -1.556958
1710.0    -1.571312
1720.0    -1.585695
1730.0    -1.600109
1740.0    -1.614552
1750.0    -1.629025
1760.0    -1.643527
1770.0    -1.658058
1780.0    -1.672618
1790.0    -1.687207
1800.0    -1.701825
1810.0    -1.716472
1820.0    -1.731146
1830.0    -1.745850
1840.0    -1.760581
1850.0    -1.775340
1860.0    -1.790127
1870.0    -1.804941
1880.0    -1.819784
1890.0    -1.834653
1900.0    -1.849550
1910.0    -1.864473
1920.0    -1.879424
1930.0    -1.894402
1940.0    -1.909406
1950.0    -1.924436
1960.0    -1.939493
1970.0    -1.954577
1980.0    -1.969686
1990.0    -1.984821
2000.0    -1.999983
