# First_column    Converted_second_column
300.0    -0.277030
310.0    -0.315098
320.0    -0.353940
330.0    -0.393533
340.0    -0.433860
350.0    -0.474900
360.0    -0.516635
370.0    -0.559050
380.0    -0.602126
390.0    -0.645850
400.0    -0.690205
410.0    -0.735177
420.0    -0.780754
430.0    -0.826921
440.0    -0.873666
450.0    -0.920977
460.0    -0.968843
470.0    -1.017252
480.0    -1.066193
490.0    -1.115657
500.0    -1.165633
510.0    -1.216112
520.0    -1.267084
530.0    -1.318541
540.0    -1.370474
550.0    -1.422874
560.0    -1.475734
570.0    -1.529046
580.0    -1.582802
590.0    -1.636995
600.0    -1.691618
610.0    -1.746665
620.0    -1.802127
630.0    -1.858000
640.0    -1.914277
650.0    -1.970951
660.0    -2.028017
670.0    -2.085470
680.0    -2.143303
690.0    -2.201511
700.0    -2.260090
710.0    -2.319033
720.0    -2.378337
730.0    -2.437995
740.0    -2.498004
750.0    -2.558359
760.0    -2.619055
770.0    -2.680088
780.0    -2.741453
790.0    -2.803148
800.0    -2.865167
810.0    -2.927506
820.0    -2.990162
830.0    -3.053132
840.0    -3.116410
850.0    -3.179994
860.0    -3.243881
870.0    -3.308066
880.0    -3.372547
890.0    -3.437320
900.0    -3.502381
910.0    -3.567729
920.0    -3.633359
930.0    -3.699269
940.0    -3.765456
950.0    -3.831916
960.0    -3.898648
970.0    -3.965648
980.0    -4.032913
990.0    -4.100442
1000.0    -4.168230
1010.0    -4.236277
1020.0    -4.304578
1030.0    -4.373133
1040.0    -4.441937
1050.0    -4.510990
1060.0    -4.580288
1070.0    -4.649830
1080.0    -4.719613
1090.0    -4.789635
1100.0    -4.859893
1110.0    -4.930386
1120.0    -5.001112
1130.0    -5.072069
1140.0    -5.143253
1150.0    -5.214665
1160.0    -5.286301
1170.0    -5.358160
1180.0    -5.430239
1190.0    -5.502537
1200.0    -5.575053
1210.0    -5.647784
1220.0    -5.720728
1230.0    -5.793885
1240.0    -5.867251
1250.0    -5.940826
1260.0    -6.014608
1270.0    -6.088595
1280.0    -6.162786
1290.0    -6.237179
1300.0    -6.311772
1310.0    -6.386564
1320.0    -6.461554
1330.0    -6.536740
1340.0    -6.612120
1350.0    -6.687693
1360.0    -6.763458
1370.0    -6.839413
1380.0    -6.915557
1390.0    -6.991889
1400.0    -7.068407
1410.0    -7.145110
1420.0    -7.221996
1430.0    -7.299065
1440.0    -7.376314
1450.0    -7.453744
1460.0    -7.531352
1470.0    -7.609137
1480.0    -7.687099
1490.0    -7.765235
1500.0    -7.843546
1510.0    -7.922029
1520.0    -8.000683
1530.0    -8.079508
1540.0    -8.158502
1550.0    -8.237665
1560.0    -8.316995
1570.0    -8.396490
1580.0    -8.476151
1590.0    -8.555976
1600.0    -8.635963
1610.0    -8.716113
1620.0    -8.796423
1630.0    -8.876894
1640.0    -8.957523
1650.0    -9.038311
1660.0    -9.119256
1670.0    -9.200356
1680.0    -9.281612
1690.0    -9.363023
1700.0    -9.444586
1710.0    -9.526302
1720.0    -9.608170
1730.0    -9.690188
1740.0    -9.772357
1750.0    -9.854674
1760.0    -9.937139
1770.0    -10.019752
1780.0    -10.102511
1790.0    -10.185416
1800.0    -10.268466
1810.0    -10.351660
1820.0    -10.434997
1830.0    -10.518476
1840.0    -10.602098
1850.0    -10.685860
1860.0    -10.769762
1870.0    -10.853804
1880.0    -10.937985
1890.0    -11.022303
1900.0    -11.106759
1910.0    -11.191351
1920.0    -11.276079
1930.0    -11.360942
1940.0    -11.445940
1950.0    -11.531071
1960.0    -11.616336
1970.0    -11.701732
1980.0    -11.787261
1990.0    -11.872920
2000.0    -11.958710
