# First_column    Converted_second_column
300.0    0.861032
310.0    0.858237
320.0    0.855296
330.0    0.852209
340.0    0.848975
350.0    0.845592
360.0    0.842060
370.0    0.838378
380.0    0.834547
390.0    0.830566
400.0    0.826434
410.0    0.822152
420.0    0.817720
430.0    0.813138
440.0    0.808406
450.0    0.803524
460.0    0.798493
470.0    0.793313
480.0    0.787985
490.0    0.782509
500.0    0.776885
510.0    0.771114
520.0    0.765197
530.0    0.759134
540.0    0.752927
550.0    0.746575
560.0    0.740080
570.0    0.733442
580.0    0.726662
590.0    0.719741
600.0    0.712680
610.0    0.705479
620.0    0.698139
630.0    0.690661
640.0    0.683047
650.0    0.675296
660.0    0.667411
670.0    0.659390
680.0    0.651237
690.0    0.642950
700.0    0.634532
710.0    0.625983
720.0    0.617304
730.0    0.608496
740.0    0.599560
750.0    0.590496
760.0    0.581306
770.0    0.571990
780.0    0.562549
790.0    0.552985
800.0    0.543297
810.0    0.533488
820.0    0.523557
830.0    0.513506
840.0    0.503335
850.0    0.493045
860.0    0.482637
870.0    0.472112
880.0    0.461471
890.0    0.450715
900.0    0.439843
910.0    0.428858
920.0    0.417760
930.0    0.406549
940.0    0.395227
950.0    0.383794
960.0    0.372251
970.0    0.360599
980.0    0.348838
990.0    0.336969
1000.0    0.324994
1010.0    0.312912
1020.0    0.300724
1030.0    0.288432
1040.0    0.276035
1050.0    0.263535
1060.0    0.250933
1070.0    0.238228
1080.0    0.225422
1090.0    0.212515
1100.0    0.199508
1110.0    0.186401
1120.0    0.173196
1130.0    0.159893
1140.0    0.146492
1150.0    0.132995
1160.0    0.119401
1170.0    0.105712
1180.0    0.091927
1190.0    0.078049
1200.0    0.064076
1210.0    0.050011
1220.0    0.035852
1230.0    0.021602
1240.0    0.007261
1250.0    -0.007172
1260.0    -0.021695
1270.0    -0.036307
1280.0    -0.051009
1290.0    -0.065799
1300.0    -0.080677
1310.0    -0.095643
1320.0    -0.110696
1330.0    -0.125836
1340.0    -0.141061
1350.0    -0.156372
1360.0    -0.171768
1370.0    -0.187249
1380.0    -0.202813
1390.0    -0.218461
1400.0    -0.234191
1410.0    -0.250005
1420.0    -0.265900
1430.0    -0.281877
1440.0    -0.297935
1450.0    -0.314073
1460.0    -0.330292
1470.0    -0.346590
1480.0    -0.362968
1490.0    -0.379424
1500.0    -0.395959
1510.0    -0.412572
1520.0    -0.429262
1530.0    -0.446029
1540.0    -0.462873
1550.0    -0.479793
1560.0    -0.496789
1570.0    -0.513860
1580.0    -0.531007
1590.0    -0.548227
1600.0    -0.565523
1610.0    -0.582891
1620.0    -0.600334
1630.0    -0.617849
1640.0    -0.635437
1650.0    -0.653097
1660.0    -0.670829
1670.0    -0.688633
1680.0    -0.706507
1690.0    -0.724453
1700.0    -0.742468
1710.0    -0.760554
1720.0    -0.778710
1730.0    -0.796935
1740.0    -0.815228
1750.0    -0.833591
1760.0    -0.852022
1770.0    -0.870520
1780.0    -0.889087
1790.0    -0.907720
1800.0    -0.926421
1810.0    -0.945188
1820.0    -0.964021
1830.0    -0.982921
1840.0    -1.001886
1850.0    -1.020916
1860.0    -1.040012
1870.0    -1.059172
1880.0    -1.078396
1890.0    -1.097685
1900.0    -1.117038
1910.0    -1.136454
1920.0    -1.155933
1930.0    -1.175475
1940.0    -1.195080
1950.0    -1.214747
1960.0    -1.234476
1970.0    -1.254266
1980.0    -1.274119
1990.0    -1.294032
2000.0    -1.314007
