# First_column    Converted_second_column
300.0    -0.090627
310.0    -0.101442
320.0    -0.112484
330.0    -0.123745
340.0    -0.135220
350.0    -0.146904
360.0    -0.158789
370.0    -0.170872
380.0    -0.183147
390.0    -0.195609
400.0    -0.208255
410.0    -0.221079
420.0    -0.234077
430.0    -0.247246
440.0    -0.260581
450.0    -0.274080
460.0    -0.287738
470.0    -0.301552
480.0    -0.315519
490.0    -0.329637
500.0    -0.343901
510.0    -0.358310
520.0    -0.372860
530.0    -0.387549
540.0    -0.402374
550.0    -0.417333
560.0    -0.432424
570.0    -0.447644
580.0    -0.462990
590.0    -0.478462
600.0    -0.494056
610.0    -0.509771
620.0    -0.525606
630.0    -0.541557
640.0    -0.557623
650.0    -0.573802
660.0    -0.590094
670.0    -0.606495
680.0    -0.623005
690.0    -0.639621
700.0    -0.656343
710.0    -0.673169
720.0    -0.690097
730.0    -0.707126
740.0    -0.724255
750.0    -0.741482
760.0    -0.758807
770.0    -0.776227
780.0    -0.793741
790.0    -0.811349
800.0    -0.829050
810.0    -0.846841
820.0    -0.864722
830.0    -0.882692
840.0    -0.900750
850.0    -0.918895
860.0    -0.937125
870.0    -0.955440
880.0    -0.973839
890.0    -0.992321
900.0    -1.010885
910.0    -1.029530
920.0    -1.048255
930.0    -1.067060
940.0    -1.085942
950.0    -1.104903
960.0    -1.123940
970.0    -1.143054
980.0    -1.162242
990.0    -1.181505
1000.0    -1.200842
1010.0    -1.220252
1020.0    -1.239735
1030.0    -1.259288
1040.0    -1.278913
1050.0    -1.298608
1060.0    -1.318373
1070.0    -1.338206
1080.0    -1.358108
1090.0    -1.378077
1100.0    -1.398114
1110.0    -1.418217
1120.0    -1.438386
1130.0    -1.458620
1140.0    -1.478918
1150.0    -1.499281
1160.0    -1.519708
1170.0    -1.540197
1180.0    -1.560749
1190.0    -1.581363
1200.0    -1.602038
1210.0    -1.622774
1220.0    -1.643571
1230.0    -1.664427
1240.0    -1.685343
1250.0    -1.706318
1260.0    -1.727352
1270.0    -1.748444
1280.0    -1.769593
1290.0    -1.790799
1300.0    -1.812062
1310.0    -1.833381
1320.0    -1.854757
1330.0    -1.876187
1340.0    -1.897673
1350.0    -1.919213
1360.0    -1.940807
1370.0    -1.962455
1380.0    -1.984157
1390.0    -2.005912
1400.0    -2.027719
1410.0    -2.049578
1420.0    -2.071490
1430.0    -2.093453
1440.0    -2.115467
1450.0    -2.137532
1460.0    -2.159647
1470.0    -2.181813
1480.0    -2.204028
1490.0    -2.226293
1500.0    -2.248607
1510.0    -2.270969
1520.0    -2.293381
1530.0    -2.315840
1540.0    -2.338347
1550.0    -2.360902
1560.0    -2.383504
1570.0    -2.406153
1580.0    -2.428848
1590.0    -2.451590
1600.0    -2.474378
1610.0    -2.497212
1620.0    -2.520091
1630.0    -2.543015
1640.0    -2.565984
1650.0    -2.588998
1660.0    -2.612057
1670.0    -2.635159
1680.0    -2.658305
1690.0    -2.681495
1700.0    -2.704728
1710.0    -2.728004
1720.0    -2.751323
1730.0    -2.774685
1740.0    -2.798089
1750.0    -2.821535
1760.0    -2.845023
1770.0    -2.868552
1780.0    -2.892123
1790.0    -2.915735
1800.0    -2.939388
1810.0    -2.963082
1820.0    -2.986816
1830.0    -3.010590
1840.0    -3.034405
1850.0    -3.058259
1860.0    -3.082153
1870.0    -3.106086
1880.0    -3.130058
1890.0    -3.154069
1900.0    -3.178119
1910.0    -3.202208
1920.0    -3.226335
1930.0    -3.250500
1940.0    -3.274703
1950.0    -3.298944
1960.0    -3.323222
1970.0    -3.347538
1980.0    -3.371891
1990.0    -3.396281
2000.0    -3.420707
