# Tetrahedron method
       19.9643304482        0.0130470070
       20.2069843593        0.0111953932
       20.4496382704        0.0093023926
       20.6922921815        0.0066704922
       20.9349460926        0.0033467312
       21.1776000037        0.0000000000
       21.4202539148        0.0000000000
       21.6629078259        0.0000000000
       21.9055617370        0.0000000000
       22.1482156481        0.0000000000
       22.3908695592        0.0000000000
       22.6335234703        0.0000000000
       22.8761773814        0.0000000000
       23.1188312925        0.0000000000
       23.3614852036        0.0000000000
       23.6041391147        0.0000000000
       23.8467930258        0.0000000000
       24.0894469369        0.0000000000
       24.3321008480        0.0000000000
       24.5747547591        0.0000000000
       24.8174086702        0.0000000000
       25.0600625813        0.0000000000
